Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	24	-	T	03-04-2026	-	-	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	Pfam	PF01108	Tissue factor	12	114	1.2E-12	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	CDD	cd00063	FN3	31	121	5.45003E-4	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	14	21	-	T	03-04-2026	-	-	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	2	13	-	T	03-04-2026	-	-	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	PANTHER	PTHR20859	INTERFERON/INTERLEUKIN RECEPTOR	16	224	1.3E-47	T	03-04-2026	-	-	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	SUPERFAMILY	SSF49265	Fibronectin type III	30	135	9.32E-23	T	03-04-2026	IPR036116	Fibronectin type III superfamily	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	FunFam	G3DSA:2.60.40.10:FF:001548	Interferon receptor 1 isoform 4	27	126	2.1E-43	T	03-04-2026	-	-	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	26	124	2.2E-24	T	03-04-2026	IPR013783	Immunoglobulin-like fold	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	23	-	T	03-04-2026	-	-	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	25	-	T	03-04-2026	-	-	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	22	283	-	T	03-04-2026	-	-	-	-
Ifnar1-203	ab84e298381f92182d87170bac0a4192	283	FunFam	G3DSA:2.60.40.10:FF:000842	Interferon receptor 1 isoform 4	127	229	2.3E-34	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	SUPERFAMILY	SSF49265	Fibronectin type III	111	223	2.17E-26	T	03-04-2026	IPR036116	Fibronectin type III superfamily	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	429	449	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	1	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	PANTHER	PTHR20859	INTERFERON/INTERLEUKIN RECEPTOR	16	224	3.6E-84	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	22	428	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	CDD	cd00063	FN3	31	121	5.13534E-4	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	14	21	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	2	13	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	SUPERFAMILY	SSF49265	Fibronectin type III	30	135	3.73E-22	T	03-04-2026	IPR036116	Fibronectin type III superfamily	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	PIRSF	PIRSF016567	IFNAR1	1	580	0.0	T	03-04-2026	IPR016669	Interferon alpha/beta receptor 1	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Pfam	PF01108	Tissue factor	12	114	4.8E-12	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	MobiDBLite	mobidb-lite	consensus disorder prediction	518	530	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	FunFam	G3DSA:2.60.40.10:FF:000842	Interferon receptor 1 isoform 4	332	428	3.9E-29	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	FunFam	G3DSA:2.60.40.10:FF:000842	Interferon receptor 1 isoform 4	127	229	8.6E-34	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	FunFam	G3DSA:2.60.40.10:FF:001548	Interferon receptor 1 isoform 4	27	126	7.9E-43	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	229	329	7.8E-24	T	03-04-2026	IPR013783	Immunoglobulin-like fold	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	25	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	128	228	8.3E-26	T	03-04-2026	IPR013783	Immunoglobulin-like fold	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Pfam	PF09294	Interferon-alpha/beta receptor, fibronectin type III	335	422	6.4E-8	T	03-04-2026	IPR015373	Interferon/interleukin receptor domain	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Pfam	PF09294	Interferon-alpha/beta receptor, fibronectin type III	127	224	2.6E-21	T	03-04-2026	IPR015373	Interferon/interleukin receptor domain	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	330	429	1.0E-26	T	03-04-2026	IPR013783	Immunoglobulin-like fold	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	427	449	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	21	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	MobiDBLite	mobidb-lite	consensus disorder prediction	514	545	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	24	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	450	590	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	332	425	10.130556	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	SUPERFAMILY	SSF49265	Fibronectin type III	230	340	4.92E-16	T	03-04-2026	IPR036116	Fibronectin type III superfamily	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	26	124	8.0E-24	T	03-04-2026	IPR013783	Immunoglobulin-like fold	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	23	-	T	03-04-2026	-	-	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	SMART	SM00060	FN3_2	128	213	96.0	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	SMART	SM00060	FN3_2	29	110	9.4	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	SMART	SM00060	FN3_2	332	409	4.4	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Ifnar1-202	52888bd610a8bf912e7b719247b499d5	590	SUPERFAMILY	SSF49265	Fibronectin type III	316	422	4.46E-19	T	03-04-2026	IPR036116	Fibronectin type III superfamily	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	6	-	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	Pfam	PF18447	Fibronectin type III domain	32	127	1.5E-36	T	03-04-2026	IPR040997	IL-7Ralpha, fibronectin type III domain	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	241	263	-	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	20	-	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	7	15	-	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	265	286	-	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	241	264	-	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	SUPERFAMILY	SSF49265	Fibronectin type III	127	231	1.61E-13	T	03-04-2026	IPR036116	Fibronectin type III superfamily	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	131	232	15.589952	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	25	-	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	Gene3D	G3DSA:2.60.40.1870	-	36	128	1.5E-42	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	16	20	-	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	20	-	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	129	239	8.5E-30	T	03-04-2026	IPR013783	Immunoglobulin-like fold	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	ProSitePatterns	PS01355	Short hematopoietin receptor family 1 signature.	195	227	-	T	03-04-2026	IPR003531	Short hematopoietin receptor, family 1, conserved site	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	PANTHER	PTHR23037	CYTOKINE RECEPTOR	38	286	3.7E-27	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	FunFam	G3DSA:2.60.40.10:FF:001443	Interleukin-7 receptor subunit alpha	129	239	4.1E-61	T	03-04-2026	-	-	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	CDD	cd00063	FN3	130	229	3.25572E-4	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Il7r-204	a6bb9f8bb6af5e94bf642c23aeff2fbf	286	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	21	240	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	6	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	SUPERFAMILY	SSF49265	Fibronectin type III	127	231	4.07E-13	T	03-04-2026	IPR036116	Fibronectin type III superfamily	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	25	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	241	263	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	Pfam	PF18447	Fibronectin type III domain	32	127	3.7E-36	T	03-04-2026	IPR040997	IL-7Ralpha, fibronectin type III domain	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	129	239	2.1E-29	T	03-04-2026	IPR013783	Immunoglobulin-like fold	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	7	15	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	MobiDBLite	mobidb-lite	consensus disorder prediction	347	357	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	241	264	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	ProSitePatterns	PS01355	Short hematopoietin receptor family 1 signature.	195	227	-	T	03-04-2026	IPR003531	Short hematopoietin receptor, family 1, conserved site	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	Gene3D	G3DSA:2.60.40.1870	-	36	128	3.6E-42	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	131	232	15.589952	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	MobiDBLite	mobidb-lite	consensus disorder prediction	337	365	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	PANTHER	PTHR23037	CYTOKINE RECEPTOR	53	457	6.3E-33	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	16	20	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	20	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	MobiDBLite	mobidb-lite	consensus disorder prediction	378	413	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	MobiDBLite	mobidb-lite	consensus disorder prediction	388	397	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	CDD	cd00063	FN3	130	229	0.00179374	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	20	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	21	240	-	T	03-04-2026	-	-	-	-
Il7r-201	6a2958492e1484c4d2322ee22e17f77f	459	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	265	459	-	T	03-04-2026	-	-	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	640	917	-	T	03-04-2026	-	-	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	SUPERFAMILY	SSF49265	Fibronectin type III	24	123	3.34E-42	T	03-04-2026	IPR036116	Fibronectin type III superfamily	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	18	22	-	T	03-04-2026	-	-	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	222	322	20.015848	T	03-04-2026	IPR003961	Fibronectin type III	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	FunFam	G3DSA:2.60.40.10:FF:000855	Interleukin-6 receptor subunit beta	425	512	2.6E-42	T	03-04-2026	-	-	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	SUPERFAMILY	SSF49265	Fibronectin type III	435	608	3.91E-20	T	03-04-2026	IPR036116	Fibronectin type III superfamily	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	23	122	6.3E-33	T	03-04-2026	IPR013783	Immunoglobulin-like fold	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	MobiDBLite	mobidb-lite	consensus disorder prediction	729	753	-	T	03-04-2026	-	-	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	5	-	T	03-04-2026	-	-	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	FunFam	G3DSA:2.60.40.10:FF:000542	Interleukin-6 receptor subunit beta	523	610	3.9E-40	T	03-04-2026	-	-	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	SUPERFAMILY	SSF49265	Fibronectin type III	219	408	8.16E-21	T	03-04-2026	IPR036116	Fibronectin type III superfamily	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	Pfam	PF25552	Leukemia inhibitory factor receptor D4 domain	125	207	1.6E-4	T	03-04-2026	-	-	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	123	220	6.4E-30	T	03-04-2026	IPR013783	Immunoglobulin-like fold	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	FunFam	G3DSA:2.60.40.10:FF:000281	Cytokine receptor like factor 1	123	219	2.3E-38	T	03-04-2026	-	-	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	23	618	-	T	03-04-2026	-	-	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	22	-	T	03-04-2026	-	-	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	425	512	1.4E-23	T	03-04-2026	IPR013783	Immunoglobulin-like fold	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	ProSitePatterns	PS01353	Long hematopoietin receptor, gp130 family signature.	402	455	-	T	03-04-2026	IPR003529	Long hematopoietin receptor, Gp130 family 2, conserved site	-	-
Il6st-203	a5c25306f9a089f227ef14018a274e18	917	MobiDBLite	mobidb-lite	consensus disorder prediction	898	917	-	T	03-04-2026	-	-	-	-
